站號,站名,海拔高度(m),經度,緯度,城市,地址,資料起始日期,撤站日期,備註,原站號,新站號
C1I100,溪頭,1771,120.8073,23.6613,南投縣,鹿谷鄉內湖村森林巷溪頭林營區(鳳凰山瞭望臺旁),1992/07/01,2011/10/31,因儀器汰換，於2011/11/1更變為(C1I101)站。,　,C1I101
C1I120,大鞍,1528,120.7598,23.6785,南投縣,竹山鎮樟空倫山之三角點附近,1992/07/01,2011/10/31,因儀器汰換，於2011/11/1更變為(C1I121)站。,　,C1I121
C1I130,桶頭,307,120.6537,23.6424,南投縣,竹山鎮鯉南路338號旁,1992/07/01,2011/10/31,因儀器汰換，於2011/11/1更變為(C1I131)站。,　,C1I131
C1I160,龍神橋,339,120.8715,23.7799,南投縣,水里鄉崁頂村(臺21線龍神橋附近),1993/03/01,2015/11/24,　,　,　
C1I170,集集,235,120.775,23.8264,南投縣,集集鎮集集加油站旁,1992/12/01,2015/09/24,　,　,　
C1I180,清水林,723,120.8204,24.0716,臺中市,太平區136縣道9.5k處旁約500公尺,2002/08/01,2008/02/24,原(C1I180)站因縣市代碼不符，於2008/2/25重新編碼為(C1F9J0)站。,　,C1F9J0
C1I190,水長流,660,120.8605,24.0618,南投縣,國姓鄉大旗農路末端,2002/08/01,2015/09/02,　,　,　
C1I200,中心崙,661,120.7123,23.7285,南投縣,竹山鎮之中心崙林道4.1km處,2002/08/01,2011/10/31,因儀器汰換，於2011/11/1更變為(C1I201)站。,　,C1I201
C1I210,蘆竹湳,566,120.812,23.9341,南投縣,中寮鄉清水村龍林巷4鄰58之6號旁,2002/08/01,2011/10/31,因儀器汰換，於2011/11/1更變為(C1I211)站。,　,C1I211
C1I270,水里,593,120.8541,23.832,南投縣,水里鄉聖母修道院內,2002/08/01,2015/09/23,　,　,　
C1I300,上安橋,781,120.8738,23.7283,南投縣,水里鄉(臺21線上安村段之三廓產業道路2k處梅園裡),2002/08/01,2015/11/24,　,　,　
C1I350,東埔,887,120.9251,23.5563,南投縣,信義鄉東埔村村辦公室籃球場旁,2002/08/01,2015/09/22,　,　,　
C1K230,西螺,79,120.4526,23.8044,雲林縣,西螺鎮西螺鎮東南路326號(東南中學內),1993/03/01,2015/05/27,　,　,　
C1K250,崙背,59,120.3189,23.7556,雲林縣,崙背鄉阿勸村阿勸農場(阿勸段487號),1993/03/01,2015/06/08,因擴充為氣象站，於2015/6/8升級為(C0K250)站。,　,C0K250
C1K260,後安寮,29,120.2332,23.7892,雲林縣,麥寮鄉後安村227號(雲林縣麥寮鄉豐安國民小學內),1993/03/01,2015/07/22,　,　,　
C1K270,褒忠,21,120.3081,23.7049,雲林縣,褒忠鄉埔姜村太湖路11號(埔姜工作站內),1993/03/01,2015/05/28,　,　,　
C1K310,斗六,40,120.5163,23.7055,雲林縣,斗六市保長路155號(雲林縣斗六市保長國民小學內),1993/03/01,2015/05/28,　,　,　
C1K320,阿丹,51,120.5119,23.658,雲林縣,斗南鎮將軍里溫厝1號(雲林縣斗南鎮重光國民小學內),1993/03/01,2015/05/27,　,　,　
C1K340,土庫,33,120.3899,23.688,雲林縣,土庫鎮石廟里復興路16號(雲林縣土庫國民中學內),1993/03/01,2015/05/28,　,　,　
C1K350,北港,24,120.2953,23.569,雲林縣,北港鎮光復路2號(北港糖廠內),1993/03/01,2015/05/26,　,　,　
C1K380,山豬湖,649,120.6012,23.5867,雲林縣,古坑鄉華山村松林路41號旁約100公尺,2002/08/01,2015/02/25,　,　,　
C1M440,新高口,2540,120.8789,23.4787,嘉義縣,阿里山鄉新高口臺(阿里山遊樂區往18號公路)(阿里山事業區221林班地),1992/05/01,2015/04/12,原(C1M440)站因縣市代碼不符，於2015/4/13重新編碼為(C1I440)站。,　,C1I440
C1M450,中坑,167,120.5256,23.5612,嘉義縣,大林鎮大糖里399號大埔美農場(中坑段中坑128號),1993/03/01,2015/06/05,　,　,　
C1M460,溪口,14,120.4043,23.604,嘉義縣,溪口鄉中正東路103號(嘉義縣立溪口國民中學內),1993/03/01,2015/05/20,　,　,　
C1M470,鰲鼓,23,120.1489,23.5052,嘉義縣,東石鄉鰲鼓村四股67號(臺灣糖業公司鰲鼓農場),1993/03/01,2015/05/25,　,　,　
C1M490,內埔,130,120.5642,23.4854,嘉義縣,竹崎鄉內埔村元興路2號(嘉義縣竹崎鄉內埔國民小學內),1993/03/01,2015/06/03,　,　,　
C1M500,魚寮,41,120.3623,23.4783,嘉義縣,太保市港尾村農場1號白鴿厝農場(白鴿厝段白鴿厝小段139內號),1993/03/01,2015/05/21,　,　,　
C1M510,朴子,8,120.2577,23.4698,嘉義縣,朴子市德奐里120號(農業改良場朴子分場),1993/03/01,2015/05/26,　,　,　
C1M520,東後寮,6,120.2484,23.3697,嘉義縣,義竹鄉東光村東後寮農場(新庄段新庄小段33號),1993/03/01,2015/04/27,因擴充為氣象站，於2015/7/1升級為(C0M520)站。,　,C0M520
C1M540,小公田,768,120.581,23.3618,嘉義縣,番路鄉分水嶺休息站後方山丘上,1993/03/01,2015/06/03,　,　,　
C1M550,中埔,110,120.5203,23.4235,嘉義縣,中埔鄉中埔村177號(中埔國民中學內),1993/03/01,2005/12/01,因移位，於2006/3/27更變為(C1M551)站。,　,C1M551
C1M551,中埔,110,120.5238,23.4211,嘉義縣,中埔鄉中埔村中正路1號(中埔國民小學校園內),2006/03/27,2015/06/03,原(C1M550)站因移位，於2006/3/27更變為(C1M551)站。,C1M550,　
C1M560,南靖,43,120.3841,23.4124,嘉義縣,水上鄉靖和村1號南靖糖廠(南靖段867內號),1993/03/01,2015/05/26,　,　,　
C1M630,豐山,1052,120.7488,23.5951,嘉義縣,阿里山鄉豐山村石鼓磐98號旁約200公尺處,2002/08/01,2013/10/04,　,　,　
C1N000,沙崙,25,120.3092,22.9358,臺南市,歸仁區沙崙里184號北沙崙農場,1992/05/01,2013/07/31,因儀器汰換，於2013/8/1更變為(C1N001)站。,　,C1N001
C1O820,左鎮,30,120.4042,23.0551,臺南市,左鎮區71301中正里7號(左鎮國民小學內),1988/12/01,2013/03/08,　,　,　
C1O830,北寮,105,120.4945,23.0796,臺南市,南化區北寮里48-4號,1988/12/01,2013/03/11,因擴充為氣象站，於2013/4/18升級為(C0O830)站。,　,C0O830
C1O840,王爺宮,144,120.3992,23.2208,臺南市,六甲區王爺里9鄰王爺宮15號,1988/12/01,2013/08/14,因觀測條件不佳及擴充為氣象站，於2013/12/1升級為(C0O840)站。,　,C0O840
C1O860,大內,61,120.3614,23.1202,臺南市,大內區74201大內里63號(大內國民小學),1988/12/01,2013/07/31,因擴充為氣象站，於2013/8/1升級為(C0O860)站。,　,C0O860
C1O920,楠西,150,120.4845,23.1833,臺南市,楠西區中興路107號(楠西國民中學內),1988/12/01,2013/03/07,因儀器汰換，於2013/4/18更變為(C1O921)站。,　,C1O921
C1O950,和順,4,120.1448,23.0766,臺南市,安南區公學路6段589號(學東國民小學分校內),1992/05/01,2013/07/31,因擴充為氣象站，於2013/8/1升級為(C0O950)站。,　,C0O950
C1O960,崎頂,80,120.3689,22.9596,臺南市,龍崎區中坑里5鄰13號,1992/05/01,2013/02/23,因擴充為氣象站，於2013/2/23升級為(C0O960)站，2013/4/18完成驗收。,　,C0O960
C1O970,虎頭埤,60,120.3478,23.0213,臺南市,新化區口埤18號(新化分場),1992/05/01,2013/07/31,因擴充為氣象站，於2013/8/1升級為(C0O970)站。,　,C0O970
C1O980,新市,76,120.2987,23.0622,臺南市,新市區永就里53號(番子寮農場),1992/05/01,2013/07/31,因擴充為氣象站，於2013/8/1升級為(C0O980)站。,　,C0O980
C1O990,媽廟,23,120.2934,22.9916,臺南市,歸仁區中正北路3段60號(保西國民小學內),1992/05/01,2013/07/31,因擴充為氣象站，於2013/8/1升級為(C0O990)站。,　,C0O990
C1P9A0,三爺,35,120.2799,22.8371,高雄市,路竹區82108三爺里民權路7號(三埤國民小學),1992/05/01,2013/10/01,原(C1R180)站因縣市代碼不符，於2008/2/25重新編碼為(C1P9A0)站。,C1R180,　
C1R090,里港,42,120.4966,22.8002,屏東縣,里港鄉中和村中和路14-9號,1992/05/01,2013/06/20,　,　,　
C1R130,阿禮,1040,120.7436,22.7427,屏東縣,霧臺鄉(屏東事業區第46林班)由山地文化村開車約2小時需徒步轉波站前面,1992/05/01,2013/07/31,因擴充為氣象站，於2013/8/1升級為(C0R130)站。,　,C0R130
C1R140,瑪家,740,120.687,22.683,屏東縣,瑪家鄉瑪家村4鄰24號(後山),1992/05/01,2013/07/31,因擴充為氣象站，於2013/8/1升級為(C0R140)站。,　,C0R140
C1R160,新圍,45,120.5308,22.7396,屏東縣,鹽埔鄉彭厝國民小學校園,1992/05/01,2013/08/12,於2013/12/1變更為(C0R160)站。,　,C0R160
C1R170,屏東,26,120.4941,22.6603,屏東縣,屏東市復興路245號(台灣糖業公司屏東區處場區內),1992/05/01,2013/08/08,2013/12/1變更為(C0R170)站。,　,C0R170
C1R180,三爺,35,120.28,22.8366,高雄市,路竹區三爺里民權路7號(三埤國民小學),1992/05/01,2008/02/24,原(C1R180)站因縣市代碼不符，於2008/2/25重新編碼為(C1P9A0)站。,　,C1P9A0
C1R190,赤山,48,120.6164,22.591,屏東縣,萬巒鄉東山路1號赤山農場(赤山段217號),1992/05/01,2013/09/30,因觀測環境不佳，於2013/12/1遷移至(C0R190)站。,　,C0R190
C1R200,龍泉,61,120.6022,22.6671,屏東縣,內埔鄉龍泉村原勝路6號(崇文國民小學內),1992/05/01,2013/07/31,因儀器汰換，於2013/8/1更變為(C1R201)站。,　,C1R201
C1R210,麟洛,54,120.5518,22.6573,屏東縣,麟洛鄉新田村信義路農場巷10號月縊寮溪農場(麟洛段1689號),1992/05/01,2013/06/19,　,　,　
C1R230,南州,20,120.5165,22.4926,屏東縣,南州鄉溪北村永安路1號(南州糖廠內),1992/05/01,2013/06/13,　,　,　
C1R240,來義,87,120.6251,22.5273,屏東縣,萬巒鄉新隆路64號萬隆農場(佳佐段180號),1997/07/01,2013/09/24,因擴充為氣象站，於2013/12/1升級為(C0R240)站。,　,C0R240
C1R260,春日,76,120.6283,22.3704,屏東縣,春日鄉春日國民小學內,1997/07/01,2013/08/30,因擴充為氣象站，於2013/12/1升級為(C0R260)站。,　,C0R260
C1R310,壽卡,489,120.8589,22.2389,屏東縣,牡丹鄉(潮州事業區46林班地)電信轉播站後方,1997/07/01,2015/04/13,原(C1R310)站因縣市代碼不符，於2015/4/13重新編碼為(C1S880)站。,　,C1S880
C1S640,東河,65,121.3064,22.9718,臺東縣,東河鄉北東河17鄰26號(東河國民小學操場旁),1997/07/01,2004/05/31,站因擴充為氣象站，於2004/6/1升級為(C0S810)站。,　,C0S810
C1S650,長濱,288,121.412,23.2868,臺東縣,長濱鄉竹湖村移民橋後方山頂三角點旁,1997/07/01,2004/05/31,因擴充為氣象站，於2004/6/1升級為(C0S830)站。,　,C0S830
C1T850,吉安,50,121.5628,23.9733,花蓮縣,吉安鄉吉安村吉安路2段97號(吉安國民小學教室之屋頂上),1996/01/01,2017/05/05,　,　,　
C1T860,銅門,168,121.4927,23.966,花蓮縣,秀林鄉銅門村12鄰108號(銅門國小後面農地上),1996/01/01,2017/05/04,因移位，本站於2017/3/29起進行儀器汰換，於2017/6/3變更為(C1Z130)站。。,　,C1Z130
C1T880,吳全城,27,121.5479,23.8869,花蓮縣,壽豐鄉平和村吳全10號(和平國小之吳全國小操場旁),1996/01/01,2013/11/26,　,　,　
C1T890,壽豐,40,121.5079,23.8691,花蓮縣,壽豐鄉壽豐村壽山路19號(壽豐國民小學操場旁),1996/01/01,2017/05/02,因移位，本站於2017/5/2起進行儀器汰換，於2017/6/3變更為(C1Z120)站。,　,C1Z120
C1T900,西林,160,121.4178,23.8068,花蓮縣,萬榮鄉西林路8鄰114號(西林國民小學運動場旁),1996/01/01,2010/06/30,因擴充為氣象站，於2010/7/1升級為(C0T900)站。,　,C0T900
C1T930,鳳林,130,121.4456,23.7436,花蓮縣,鳳林鎮鳳智里中正路2段1號(鳳林國民小學後方鐵道旁),1996/01/01,2017/05/04,因移位及升級，本站於2017/5/4起進行儀器汰換，於2017/6/3變更為(C0Z160)站。,　,C0Z160
C1U521,雙連埤,517,121.6412,24.7529,宜蘭縣,員山鄉雙連埤地區(需徒步20分鐘),1996/01/01,2010/06/30,因擴充為氣象站，於2010/7/1升級為(C0U520)站。,C1U520,C0U520
C1U590,頭城,6,121.8146,24.8519,宜蘭縣,頭城鎮新建里新興路111號(頭城家商操場角落),1996/01/01,2015/05/14,　,　,　
C1U620,壯圍,17,121.7896,24.7437,宜蘭縣,壯圍鄉壯五路40號(壯圍國民小學操場旁),1996/01/01,2010/06/30,因擴充為氣象站，於2010/7/1升級為(C0U620)站。,　,C0U620
C1U680,冬山,22,121.7935,24.6324,宜蘭縣,冬山鄉南興村照安路26號(冬山國民中學內),1996/01/01,2010/06/30,因擴充為氣象站，於2010/7/1升級為(C0U680)站。,　,C0U680
C1U700,土場,370,121.4971,24.5724,宜蘭縣,大同鄉太平山遊樂區售票口前方250公尺路旁,1996/01/01,2009/10/06,　,　,　
C1V180,大寮,24,120.432,22.61,高雄市,大寮區琉球里農場路12-1號(大寮農場),1992/05/01,2013/06/13,　,　,　
C1V210,復興,700,120.8059,23.2224,高雄市,桃源區復興里復興巷1鄰15號,1992/05/01,2013/03/08,因擴充為氣象站，於2013/3/18升級為(C0V210)站，於2013/4/18完成驗收。,　,C0V210
C1V230,高中,731,120.7167,23.1349,高雄市,桃源區高中里,1992/05/01,2013/03/11,因儀器汰換，於2013/4/18更變為(C1V231)站。,　,C1V231
C1V240,新發,470,120.6601,23.0521,高雄市,六龜區荖濃里2鄰水冬瓜44號旁,1992/05/01,2013/09/27,　,　,　
C1V260,月眉,112,120.5398,22.9713,高雄市,杉林區月眉里山仙路1號月眉農場(杉林區月眉段2181號),1992/05/01,2013/07/31,因擴充為氣象站，於2013/8/1升級為(C0V260)站。,　,C0V260
C1V270,溪南,1792,120.8064,23.076,高雄市,桃源區荖濃溪事業區54林班地(籐枝山遊樂區右邊往林道車程約45分鐘),1992/05/01,2013/10/23,　,　,　
C1V280,藤枝,1533,120.7542,23.0749,高雄市,桃源區,1992/05/01,1995/08/15,　,　,　
C1V290,新集,1166,120.7939,23.0352,高雄市,桃源區荖濃溪事業區34林班地(藤枝山遊樂區往下500公尺車程約2小時),1992/05/01,2013/07/31,　,　,　
C1V320,吉東,95,120.5572,22.8412,高雄市,美濃區獅山里21鄰獅山街37號(高美大橋堤防邊),1992/05/01,2013/05/16,　,　,　
C1V330,旗山,63,120.4943,22.8777,高雄市,旗山區糖廠里忠孝街33號旗山糖廠(旗尾段2052號),1992/05/01,2013/06/06,　,　,　
C1V350,溪埔,36,120.4468,22.7386,高雄市,大樹區溪埔里之台21線285k-286k間,1992/05/01,2013/08/10,因擴充為氣象站，於2013/12/1升級為(C0V350)站。,　,C0V350
C1V360,木柵,94,120.4668,22.9755,高雄市,內門區木柵里木柵3號(木柵國民小學),1992/05/01,2013/09/16,因擴充為氣象站，於2013/12/1升級為(C0V360)站，站名更變為內門。,　,C0V360
C1V380,路竹,16,120.2922,22.8791,高雄市,路竹區環球路72號新園農場,1992/05/01,2011/12/06,　,　,　
C1V400,竹子腳,51,120.3434,22.813,高雄市,燕巢區西燕里工程路1號(阿公店水庫內),1992/05/01,2013/10/01,因擴充為氣象站，於2013/12/1升級為(C0V400)站，站名更變為阿公店。,　,C0V400
C1V410,岡山,31,120.2977,22.7552,高雄市,橋頭區新莊里仕元路左邊一號白樹子農場(橋頭區白樹子段1035號),1992/05/01,2013/10/02,　,　,　
C1V420,鳳雄,55,120.3526,22.7508,高雄市,大社區保社里民權路126號鳳山厝農場(大社區保舍甲段1037號),1992/05/01,2013/09/30,　,　,　
C1V430,左營,13,120.2953,22.6772,高雄市,左營區曾子路281號(左營國中內),1992/05/01,2013/09/03,因移位及擴充為氣象站，於2013/12/1升級為(C0V430)站。,　,C0V430
C1V440,鳳山,27,120.3561,22.6467,高雄市,鳳山區文山路園藝巷4號(鳳山熱帶園藝試驗分所),1992/05/01,2013/09/03,因移位及擴充為氣象，於2013/12/1升級為(C0V440)站。,　,C0V440
C1V450,鳳森,61,120.3845,22.538,高雄市,小港區水庫段56地號(鳳山水庫警衛室旁),1992/05/01,2012/07/31,因移位，於2012/7/31更變為(C1V451)站。,　,C1V451
C1V451,鳳森,51,120.3926,22.5452,高雄市,小港區水庫段96-1地號(鳳山給水廠內),2012/07/31,2013/09/13,因擴充為氣象站，於2013/12/1升級為(C0V450)站。,C1V450,C0V450
C1V460,楠溪,1857,120.8926,23.4364,高雄市,桃源區(楠溪林道17k處愛玉工寮，車程約1小時),1993/03/06,2017/02/02,　,　,　
C1V530,阿蓮,34,120.3276,22.8832,高雄市,阿蓮區民生路94號(阿蓮區公所),2012/01/01,2013/07/31,因擴充為氣象站，於2013/8/1升級為(C0V530)站。,　,C0V530
C1X010,岸內,15,120.26051,23.329819,臺南市,鹽水區岸內里96號,1993/03/01,2015/05/26,　,　,　
C1X030,白河,33,120.42902,23.325181,臺南市,白河區崁頭里65號白河農場(崁子頭839號),1993/03/01,2015/05/19,　,　,　
C1X050,東河,19,120.3853,23.2969,臺南市,東山區東河里吉貝耍64號(東河水利工作站),1993/03/01,2015/04/10,因擴充為氣象站及移位，於2015/7/1升級為(C0X050)站。,　,C0X050
C1X060,下營,19,120.2563,23.227,臺南市,下營區仁里里下營國小附近,1993/03/01,2015/05/13,因擴充為氣象站，於2015/7/1升級為(C0X060)站。,　,C0X060
C1X070,北門,4,120.1249,23.2682,臺南市,北門區北門里舊悜119號(北門電信局後方觀測坪),1993/03/01,2015/06/02,　,　,　
C1X090,七股,6,120.1461,23.1418,臺南市,七股區昭明國中後方,1993/03/01,2015/05/29,　,　,　
C1Z020,明里,211,121.2623,23.2088,花蓮縣,富里鄉明里村明里社區後方山上,1997/07/01,2010/06/30,因擴充為氣象站，於2010/7/1升級為(C0Z020)站。,　,C0Z020
